Name,1st Der M,Incl,RoA,Eccent,Arg of Peri,Mean Anom,Mean Motion
IRIDIUM 73,1.56e-06,86.4454,339.866,2654.0,97.3549,262.7957,14.4928349
COSMOS 2352,-2.2e-07,82.5937,48.2383,351222.0,307.6578,228.2645,12.20095802
COSMOS 2353,-2.3e-07,82.5936,30.4555,354483.0,249.2471,107.0279,12.21802869
COSMOS 2354,-2.5e-07,82.5872,35.4038,351840.0,285.483,251.4754,12.20842452
COSMOS 2355,-1.6e-07,82.5925,30.2424,351975.0,251.5357,286.0321,12.21777459
COSMOS 2356,-1.4e-07,82.5858,19.081,354930.0,232.8227,123.9947,12.22390216
COSMOS 2357,-2e-08,82.592,14.0142,355500.0,197.2052,161.6711,12.23345346
RESURS O1-N4,-5.5e-07,98.7026,27.2037,394.0,209.786,150.3296,14.24424401
FASAT B,1.5e-07,98.7248,32.1985,1958.0,216.3992,143.7054,14.25289574
TMSAT,1.1e-07,98.7406,32.3275,1581.0,287.535,72.5656,14.24578683
TECHSAT 1B,-1.5e-07,98.7631,32.4138,1072.0,15.6055,344.5156,14.23704184
WESTPAC,-3.9e-07,98.7628,29.6171,782.0,358.4953,1.6222,14.22845813
SAFIR 2,3e-08,98.7292,31.1726,1113.0,190.8696,169.2459,14.2468742
COSMOS 2360,2.96e-06,70.8284,348.4937,8858.0,279.2502,80.7616,14.1243117
ORBCOMM FM 17,1.66e-06,44.996,305.4814,2356.0,71.6583,288.4518,14.31032498
ORBCOMM FM 18,1.79e-06,44.9948,255.5769,4670.0,123.1761,236.9533,14.33125743
ORBCOMM FM 19,1.79e-06,44.9953,253.6761,3493.0,116.8903,282.2252,14.33091873
ORBCOMM FM 20,1.37e-06,44.9951,253.5973,696.0,119.1519,240.9397,14.33066531
ORBCOMM FM 16,1.83e-06,44.9952,253.5853,4414.0,141.8962,218.2197,14.33342639
ORBCOMM FM 15,1.69e-06,44.9982,255.806,3901.0,143.8744,253.4399,14.33140573
ORBCOMM FM 14,2.02e-06,44.9975,255.5064,2752.0,130.0401,268.6228,14.3315396
ORBCOMM FM 13,1.16e-06,44.9984,257.011,4949.0,129.4016,230.7269,14.3297512
IRIDIUM 82,1.232e-05,86.3953,110.4068,178577.0,147.6354,213.5981,14.9135492
ORBCOMM FM 21,1.48e-06,45.011,341.4001,1119.0,4.1796,355.906,14.33059804
ORBCOMM FM 22,1.72e-06,45.0106,340.7259,2423.0,45.2648,314.8396,14.33169334
ORBCOMM FM 23,9.7e-07,45.0113,342.9985,1722.0,36.3188,323.7775,14.32922579
ORBCOMM FM 24,1.82e-06,45.0111,343.5316,1322.0,27.3308,332.7608,14.33061225
ORBCOMM FM 25,1.9e-06,45.0103,342.0322,3081.0,87.9456,272.1743,14.3307477
ORBCOMM FM 26,1.83e-06,45.0093,333.6161,4972.0,123.7262,236.4059,14.32862019
ORBCOMM FM 27,1.53e-06,45.0085,341.9844,1315.0,314.8382,45.2358,14.33040558
ORBCOMM FM 28,4.1e-07,45.0078,284.6978,3957.0,145.5116,214.5988,14.33713613
STEX,1.43e-06,84.9871,33.0833,8577.0,196.3372,163.7554,14.4881675
SCD 2,2.54e-06,24.996,302.1154,17310.0,148.2042,13.3352,14.44119149
SEDSAT 1,3.18e-06,31.4325,159.4421,346387.0,225.2949,131.8969,14.30455411
PAN SAT,1.378e-05,28.4381,298.5215,4870.0,196.0193,164.0249,15.29774021
IRIDIUM 2,1.873e-05,85.5257,296.2505,10680.0,58.7188,301.5098,15.19291973
ISS (ZARYA),2.2e-05,51.6458,25.5341,3064.0,152.3576,301.6379,15.48954146
SWAS,3.72e-06,69.9004,31.307,11144.0,272.2676,87.7204,14.94030506
NADEZHDA 5,4.9e-07,82.9477,52.8408,26083.0,5.3408,112.1462,13.71863977
ASTRID 2,4.7e-07,82.9499,50.553,25021.0,351.8548,123.5589,13.72606656
COSMOS 2361,3.6e-07,82.9377,176.5411,31680.0,13.5493,356.8637,13.7299249
USA 141,1.15e-06,84.9849,58.2461,6693.0,325.1395,34.9366,14.45148216
ROCSAT 1,4.495e-05,34.9375,26.6113,22431.0,106.0636,254.2552,15.31542427
GLOBALSTAR M023,-1.24e-06,52.0113,70.7898,9346.0,319.6804,188.2728,12.62390698
GLOBALSTAR M040,-1e-06,51.9916,72.6597,368.0,175.8868,332.7272,12.61905111
GLOBALSTAR M036,-1.7e-07,51.9997,346.3105,10758.0,343.5326,187.8125,11.86580506
GLOBALSTAR M038,-1.02e-06,51.9969,193.659,2120.0,80.8365,21.1951,12.32451611
ARGOS,5e-08,98.4287,118.2413,10389.0,170.5963,189.541,14.1939146
ORSTED,1.5e-06,96.4663,50.1598,138926.0,166.7834,193.7065,14.48273955
SUNSAT,2.6e-07,96.4813,28.619,143759.0,266.7873,91.6868,14.44749346
GLOBALSTAR M022,-4.1e-07,52.0028,164.2577,2208.0,14.7675,90.7657,12.02445607
GLOBALSTAR M041,-5.8e-07,52.0051,358.9692,2757.0,163.3915,196.7012,11.96615152
GLOBALSTAR M046,-2.1e-07,52.0039,170.6992,2328.0,57.1575,43.7662,12.09347583
GLOBALSTAR M037,-9.5e-07,51.9997,201.3953,1820.0,32.1412,340.7162,12.62336494
GLOBALSTAR M045,-7.1e-07,51.9998,21.5998,651.0,359.8242,171.4329,12.2698298
GLOBALSTAR M019,-3.5e-07,51.9895,44.0972,1484.0,71.3232,95.527,12.13818985
GLOBALSTAR M044,-8e-08,51.9955,162.0113,5783.0,305.0467,193.6764,11.90198892
GLOBALSTAR M042,-5.9e-07,52.0006,85.7309,2691.0,11.4475,127.0766,12.22022696
LANDSAT 7,3.3e-07,98.0418,146.1859,1838.0,80.157,279.9841,14.57198108
OSCAR 36 (UOSAT 12),-2.8e-07,64.5561,193.5759,42024.0,299.1,60.59,14.80930649
FENGYUN 1C,5.6e-06,99.0597,108.0375,11096.0,280.3931,194.5059,14.1613911
SJ-5,1.9e-07,98.9858,123.9886,16957.0,4.024,356.1065,14.12461425
TERRIERS,3.906e-05,97.2676,274.0758,4875.0,13.0712,347.0665,15.50470074
MUBLCOM,2.85e-06,97.6929,66.8862,6689.0,68.6595,291.5314,14.49539701
KITSAT 3,2.6e-07,98.5177,39.1892,13266.0,336.7356,23.3238,14.53829226
TUBSAT,-1.1e-07,98.447,21.0204,15352.0,46.3944,313.8521,14.51438554
IRS P4 (OCEANSAT 1),6.6e-07,97.9863,135.1066,2471.0,349.244,10.8703,14.52583452
GLOBALSTAR M047,-9.2e-07,51.9815,234.3389,17186.0,133.259,226.9652,11.3190243
QUIKSCAT,7.5e-07,98.5376,304.8645,98818.0,347.8038,12.0765,14.49442282
FUSE 1,2.34e-06,24.9834,212.4716,10340.0,150.3272,209.7823,14.42832463
GLOBALSTAR M051,-7.2e-07,51.978,162.2379,1156.0,45.231,314.8595,11.42178314
GLOBALSTAR M030,-7.1e-07,51.9881,66.5109,3412.0,147.0904,213.0125,11.55065635
OKEAN O,9.7e-07,98.1923,116.202,1758.0,78.7571,281.3835,14.76721093
GLOBALSTAR M048,-7.7e-07,51.9397,38.5108,13552.0,33.2861,340.406,11.33825291
GLOBALSTAR M043,-5.3e-07,51.9389,83.8436,12622.0,197.5045,334.4913,11.25659376
GLOBALSTAR M028,-1.24e-06,51.9615,112.7704,63309.0,322.0497,37.5912,12.50509998
GLOBALSTAR M054,-1.01e-06,52.0158,322.1528,4492.0,25.5982,146.6443,11.39190241
GLOBALSTAR M053,-8e-07,51.997,183.1385,2619.0,342.613,30.8638,11.27640088
COSMOS 2366,3.4e-07,82.9252,98.9976,30206.0,274.7955,195.5767,13.74478797
GLOBALSTAR M058,-7.3e-07,51.9925,268.159,2296.0,145.9018,214.1964,11.93135654
GLOBALSTAR M050,-1.2e-06,52.0016,31.0068,8718.0,194.7068,336.5897,12.07392961
GLOBALSTAR M033,-1.14e-06,51.9942,9.6875,12699.0,359.689,0.3947,12.20217827
GLOBALSTAR M055,-1.04e-06,52.0011,95.2953,7031.0,164.4888,195.618,12.293574
IKONOS 2,2.79e-06,98.1679,232.1501,7138.0,343.5168,16.5814,14.87630649
CBERS 1,9e-08,98.6461,37.2358,4188.0,220.8548,139.2324,14.35533144
SACI 1,7.8e-07,98.5984,43.6522,8453.0,352.5091,7.5975,14.51976709
GLOBALSTAR M057,-8.1e-07,52.0002,46.3168,2783.0,72.7495,287.3659,12.24741953
GLOBALSTAR M059,-1.03e-06,52.0026,60.6591,960.0,132.0713,4.7435,11.99936084
GLOBALSTAR M056,-9e-07,51.9951,101.9575,919.0,3.6822,132.4989,12.04733372
GLOBALSTAR M031,-1.08e-06,51.9955,86.6357,1257.0,293.5516,229.1526,12.15969211
GLOBALSTAR M039,-8.4e-07,51.984,286.674,3048.0,160.6723,199.4259,12.62225964
GLOBALSTAR M034,-8.4e-07,51.988,61.4206,14508.0,7.1331,141.1429,11.79399002
GLOBALSTAR M029,-8.2e-07,51.9812,309.6765,2222.0,341.7745,22.5564,11.99849359
GLOBALSTAR M061,-1.11e-06,51.9779,224.4782,5217.0,306.6881,66.4272,11.76734201
HELIOS 1B,9.4e-07,98.3098,257.8083,2215.0,122.0873,238.0554,14.8254249
CLEMENTINE,9.15e-06,98.1444,22.4626,8982.0,51.7059,308.4968,14.97073723
ORBCOMM FM 30,7.8e-07,45.0322,156.983,7976.0,236.8666,123.1416,14.32987571
ORBCOMM FM 31,1.44e-06,45.0233,151.7785,5256.0,253.5741,106.4528,14.33003205
ORBCOMM FM 32,6e-07,45.0171,157.851,7742.0,259.134,100.8635,14.3217217
ORBCOMM FM 33,1.45e-06,45.0298,95.2535,11006.0,260.5263,256.6188,14.35242789
ORBCOMM FM 36,-5.4e-07,45.0373,160.4461,4457.0,186.444,173.635,14.33008202
ORBCOMM FM 35,1.58e-06,45.0401,161.7567,4583.0,256.5382,103.4954,14.33033382
ORBCOMM FM 34,1.35e-06,45.0396,161.7926,5288.0,218.6758,141.371,14.32948174
DMSP 5D-2 F15 (USA 147,-7.2e-07,99.0095,66.6375,10331.0,21.9178,86.6395,14.16458743
TERRA,8.8e-07,98.1815,162.4972,1243.0,96.8902,39.6345,14.57128093
KOMPSAT,2.24e-06,98.0539,218.9226,3994.0,198.3724,161.7346,14.69409213
ACRIMSAT,6.4e-07,98.1071,210.015,27149.0,331.4644,28.507,14.62382614
JAWSAT,1.07e-06,100.2127,52.0073,32929.0,264.2198,95.523,14.4146492
OPAL,7e-08,100.189,4.8443,36777.0,20.1947,340.0679,14.36782846
FALCONSAT,-3e-08,100.1905,359.4766,38198.0,37.6719,322.7125,14.36231401
ASUSAT,9e-08,100.1909,7.4035,37066.0,19.9804,340.2819,14.36931003
COSMOS 2369,-1.2e-06,70.9996,349.5829,13867.0,296.4048,63.565,14.13450348
PICOSAT 1&2 (TETHERED),1.5e-06,100.2233,74.1291,30799.0,217.9192,141.9823,14.43327481
GLOBALSTAR M063,-1.02e-06,51.994,213.9845,4378.0,233.7201,139.1775,11.86125427
GLOBALSTAR M062,-3.6e-07,51.9852,312.2357,7402.0,59.4806,111.1426,12.43373714
GLOBALSTAR M060,-1.68e-06,52.0033,53.3919,3277.0,229.8268,301.8232,12.17586177
GLOBALSTAR M064,-4.3e-07,52.0051,331.5785,1476.0,10.4147,349.6716,11.88489458
DUMSAT,-9.6e-07,64.8514,262.6596,19542.0,261.206,98.6842,14.95216446
PICOSAT 3,3.59e-06,100.2094,123.1215,29810.0,84.9722,275.4867,14.4941124
PICOSAT 4,1.65e-06,100.2091,65.3876,33352.0,203.1672,156.8011,14.43720643
PICOSAT 5,3.7e-06,100.1896,146.0625,30011.0,21.8965,338.3499,14.52033683
PICOSAT 6,1.66e-06,100.2117,59.0102,33331.0,234.2093,125.5991,14.42729567
MTI,0.00011504,97.4722,348.5703,4615.0,262.9707,97.1014,15.59555378
SIMSAT 1,4.75e-06,86.35,340.0822,7609.0,288.1681,71.8732,15.18066466
SIMSAT 2,4.52e-06,86.3514,337.0794,5985.0,198.1691,161.9339,15.19019704
TSX-5,4.729e-05,68.9273,213.4134,635309.0,143.5303,221.0879,14.08959785
NADEZHDA 6,1.06e-06,97.8255,126.0131,13571.0,336.1133,23.9447,14.66854523
TZINGHUA 1,6.6e-07,97.8503,124.805,16621.0,50.8086,309.4591,14.64580852
SNAP 1,1.87e-06,97.8396,137.6424,9481.0,272.9253,87.0868,14.68714238
NOAA 16,1.1e-07,98.6953,154.3306,10484.0,6.9557,353.176,14.13273772
SAUDISAT 1A,6.9e-07,64.5533,127.1817,30410.0,209.3714,150.5686,14.85168928
MEGSAT 1,2.32e-06,64.5556,336.1084,17749.0,218.9694,141.0139,14.91164706
UNISAT,3.35e-06,64.5519,30.0234,33005.0,207.9152,152.0189,14.90602684
TIUNGSAT 1,2.02e-06,64.5529,11.4807,22649.0,215.0782,144.8837,14.89582623
SAUDISAT 1B,1.26e-06,64.5514,170.4001,36055.0,209.3949,150.513,14.83750541
HETE 2,1.977e-05,1.949,108.4453,17928.0,208.1033,151.804,15.08524122
EO 1,4.6e-07,97.8593,68.4246,11148.0,55.637,304.5886,14.64583236
SAC C,9.1e-07,98.3045,40.3338,1117.0,95.8597,264.2729,14.58961252
MUNIN,-2.3e-07,95.4039,204.694,713696.0,125.6274,241.3487,13.04221091
ODIN,5.62e-06,97.5427,104.5884,11611.0,27.2723,332.9113,15.0837602
COSMOS 2378,5.6e-07,82.9316,195.3302,32202.0,321.2542,38.6301,13.73951984
PICOSAT 9,-3.6e-07,67.0002,82.5026,10654.0,289.1548,70.8399,14.30736023
PCSAT,2e-08,67.05,131.8859,7398.0,266.0958,93.9298,14.3061147
SAPPHIRE,-1.8e-07,67.055,136.1583,9122.0,268.2336,91.772,14.30353464
TES,7.93e-06,97.7584,217.1428,37900.0,343.5131,16.4867,15.11865972
PROBA 1,-7.1e-07,97.7597,43.6156,73727.0,36.5651,324.0558,14.95658971
BIRD 2,3.128e-05,97.8054,144.8162,8440.0,158.366,201.7942,15.38732745
JASON,-4.1e-07,66.0377,98.7869,7032.0,267.1999,195.9341,12.8400102
TIMED,1.83e-06,74.0708,89.6244,662.0,258.4219,101.6887,14.88284123
METEOR 3M,-3.4e-07,99.6097,228.3765,14131.0,45.3892,13.9776,13.68847649
KOMPASS,-2.3e-07,99.5414,223.5369,19363.0,3.1646,64.7367,13.70336511
BADR B,-3.3e-07,99.5477,223.0351,20219.0,3.7246,356.4047,13.70255926
MAROC TUBSAT,-3.8e-07,99.5547,223.5898,19884.0,7.0895,4.0606,13.70145469
REFLECTOR,2e-08,99.5102,223.65,18064.0,354.7616,5.3339,13.70806731
COSMOS 2384,1.3e-07,82.5514,10.6508,8667.0,230.2313,129.8016,12.59832239
COSMOS 2385,9e-08,82.5429,359.7989,4846.0,209.6028,150.4788,12.60512876
COSMOS 2386,1.3e-07,82.55,355.4062,1767.0,51.0558,309.069,12.61558601
GONETS D1 7,7e-08,82.5386,345.7047,3738.0,16.4809,343.6406,12.62028885
GONETS D1 8,7e-08,82.5477,354.2939,564.0,226.3355,133.7688,12.61494953
GONETS D1 9,1e-07,82.5455,341.1163,7915.0,320.8874,39.1649,12.63004185
RHESSI,5.023e-05,38.0318,243.81,10250.0,133.2084,226.9545,15.34451107
ENVISAT,4.1e-07,98.147,84.876,1371.0,91.0352,21.5721,14.38018368
SPOT 5,2.6e-07,98.2377,158.6976,136090.0,55.4736,305.922,14.52086426
IDEFIX/ARIANE 42P,2.2e-07,98.3935,42.4319,13282.0,112.543,247.716,14.29312764
AQUA,1.27e-06,98.2027,29.151,1541.0,125.6728,47.1761,14.57112741
HAIYANG 1,3.1e-07,98.4814,39.23,7935.0,303.3133,56.729,14.31070945
FENGYUN 1D,-9.8e-07,99.1499,95.1764,15334.0,185.6644,174.4354,14.09717644
COSMOS 2389,4.7e-07,82.9503,140.6008,46466.0,180.5445,336.006,13.74954781
NOAA 17,3.27e-06,98.6151,32.8832,13225.0,132.9283,227.3027,14.25050449
COSMOS 2390,-8e-08,82.4801,97.7517,26531.0,110.3636,250.03,12.44575439
COSMOS 2391,1.1e-07,82.4795,95.0512,27359.0,106.7135,253.6962,12.44896013
COSMOS 2392,-1.85e-06,63.4143,275.3929,521427.0,353.2494,33.9083,12.06782984
NADEZHDA 7,4e-07,82.9325,300.1324,35208.0,232.4809,181.5611,13.72732393
ALSAT 1,1.61e-06,98.0332,230.583,20808.0,256.5395,103.3494,14.72471538
MOZHAYETS,1.59e-06,98.395,238.916,41473.0,156.4052,203.9073,14.5790801
RUBIN 3/SL-8,1.03e-06,98.4498,242.1648,45077.0,240.6888,118.9802,14.55877322
ADEOS 2,3.5e-07,98.5565,33.5634,464.0,137.3909,222.7308,14.27490356
FEDSAT,6e-08,98.609,31.6599,9654.0,146.4336,213.7459,14.2873262
WEOS,1.5e-07,98.5723,31.9453,10551.0,138.1657,222.0333,14.29518963
MICRO LABSAT,1.1e-07,98.5698,31.1717,11559.0,136.7116,223.4977,14.29683698
RUBIN 2,-7e-08,64.5556,214.3109,33069.0,54.9024,305.5171,14.75157891
LATINSAT B,4.9e-07,64.5564,309.7663,40587.0,71.4073,289.143,14.72342685
SAUDISAT 1C,8.5e-07,64.555,228.5096,32314.0,53.6123,306.7952,14.75727835
UNISAT 2,6.2e-07,64.5545,139.4412,24741.0,15.4437,344.7415,14.78147193
TRAILBLAZER 2,-4.5e-07,64.5553,86.825,26500.0,335.8334,24.1524,14.7857345
PLEM COVER,2.195e-05,64.5397,306.2716,31494.0,290.1018,69.6713,15.10812305
LATINSAT A,6.9e-07,64.5545,91.9581,24827.0,351.8188,8.2508,14.7956691
CORIOLIS,1.7e-07,98.725,97.6544,13227.0,305.5222,165.5616,14.19065158
CHIPSAT,1.151e-05,94.0536,37.226,18339.0,47.0499,313.2272,15.08720284
SORCE,3.05e-06,39.9949,190.9641,22807.0,213.9248,146.0083,14.89265322
XSS 10,9.2e-07,39.7493,236.6019,177392.0,325.4606,33.4756,14.79220195
GALEX,2.57e-06,28.9982,301.1439,3671.0,321.4882,38.5444,14.62254507
COSMOS 2398,3.3e-07,82.9449,100.8466,30332.0,210.7169,149.222,13.72188135
MONITOR-E/SL-19,-1.2e-07,98.364,56.4346,97047.0,289.1203,69.9497,14.38956014
DTUSAT,5.5e-07,98.6863,94.603,8265.0,292.5899,67.4404,14.22310641
MOST,4e-08,98.7113,95.7032,10022.0,3.8392,356.286,14.20631744
CUTE-1,8.1e-07,98.683,95.9676,9065.0,321.596,38.4572,14.22297018
QUAKESAT,1.12e-06,98.6787,97.2303,8588.0,345.6093,14.4839,14.2234643
AAU CUBESAT,5.6e-07,98.6863,94.6126,8263.0,292.716,67.3144,14.22312583
CANX-1,5e-07,98.6874,94.5005,8262.0,293.9511,66.0801,14.22244729
CUBESAT XI 4,6.2e-07,98.6888,96.5737,9172.0,335.5379,24.5362,14.21875493
SCISAT 1,8.9e-07,73.9351,346.4178,7031.0,135.4842,224.6898,14.77338034
COSMOS 2400,2e-08,82.4667,85.9743,20371.0,270.3368,89.5381,12.45141375
COSMOS 2401,-8e-08,82.4666,83.2033,21018.0,268.4788,91.3885,12.4545892
MOZHAYETS 4,2.07e-06,98.1245,224.2628,13194.0,173.0083,187.1301,14.66960328
RUBIN 4/SL-8,1.15e-06,98.1463,220.3102,13019.0,235.1706,124.8273,14.65235655
NIGERIASAT 1,2.14e-06,97.8809,252.7391,50044.0,42.5261,317.9811,14.82010591
UK-DMC,2.03e-06,97.9164,244.8774,60528.0,279.3099,80.1271,14.79471856
BILSAT 1,-5.7e-07,98.1376,217.5204,10542.0,215.3627,144.6879,14.64486836
LARETS,-2.4e-07,98.1515,214.1309,11235.0,241.0868,118.9208,14.6320168
KAISTSAT 4,6.4e-07,98.1273,217.8777,11522.0,208.2043,151.8538,14.64919807
IRS P6,5e-08,98.452,163.4135,56948.0,266.5991,92.868,14.34200453
DMSP 5D-3 F16 (USA 172,-4e-07,98.9476,71.1402,8049.0,135.4643,335.3381,14.1364751
CBERS 2,-6e-08,98.5052,30.869,1818.0,65.2063,294.9302,14.35641619
CHUANG XIN 1 (CZ-1),4.8e-07,98.7311,282.6874,12808.0,181.0934,179.0231,14.47036762
SERVIS 1,-9e-08,99.4064,86.6992,21658.0,4.1377,103.5575,13.7180403
TANSUO 1,3.18e-06,97.894,64.6768,14067.0,40.0889,320.1369,15.00349547
NAXING 1,6e-08,97.8832,42.6329,9109.0,288.4496,71.5733,14.94310257
GP-B,1.74e-06,89.8085,92.1136,1979.0,86.996,273.1489,14.78795374
ROCSAT 2,-2.67e-06,98.6884,112.8111,1028.0,144.0428,327.8021,14.00700382
COSMOS 2406,-2.21e-06,71.0002,124.4133,15334.0,182.2601,177.8453,14.11684633
APRIZESAT 2,1.5e-07,98.2309,331.8803,106541.0,237.4437,121.6425,14.36732895
DEMETER,2.38e-06,97.8721,52.6708,2237.0,103.6073,256.5385,14.74691787
SAUDICOMSAT 1,8.6e-07,98.3793,42.026,34749.0,104.1714,256.3346,14.52607279
SAUDICOMSAT 2,6.2e-07,98.4717,39.8854,56595.0,276.9749,82.5008,14.47534448
SAUDISAT 2,-4e-07,98.3162,39.0787,26520.0,42.2098,318.1127,14.54419412
APRIZESAT 1,2.2e-07,98.4321,40.6349,45978.0,195.4817,164.4974,14.4966523
UNISAT 3,1.05e-06,98.4936,37.1623,68770.0,353.1301,6.8941,14.45666688
AMSAT ECHO,3.6e-07,98.4555,20.104,83670.0,88.9645,272.1129,14.41997234
AURA,1.33e-06,98.2025,31.2792,1555.0,86.4513,273.6863,14.5711198
COSMOS 2407,5.2e-07,82.9612,47.2461,38823.0,184.8755,175.2048,13.76089027
SJ-6A,1.55e-06,97.7427,108.931,13923.0,103.1112,257.1651,14.94305103
SJ-6B,-4.44e-06,97.7468,108.6545,7857.0,96.5455,263.6652,14.9432406
COSMOS 2408,1.7e-07,82.4802,80.8874,16845.0,126.6622,233.6019,12.45624072
COSMOS 2409,7e-08,82.4811,83.2648,14464.0,134.5118,225.7151,12.45278208
RITE TARGET 1,1.77e-06,98.5133,38.3106,11420.0,88.4013,271.8479,14.32534505
RITE TARGET 2,1.95e-06,98.5158,38.6057,11793.0,90.1069,270.1466,14.3261376
JB-3 C,1.036e-05,97.2998,322.4496,44880.0,327.7012,32.1467,15.03074419
SHIYAN 2 (SY-2),1.84e-06,98.1323,107.4773,11305.0,133.1749,227.0398,14.61105546
SWIFT,1.349e-05,20.5558,202.2135,11251.0,40.1077,320.0186,15.04920303
NANOSAT(1),1.52e-06,98.1079,182.3075,3164.0,284.9498,75.1359,14.73657584
PARASOL,1.6e-06,98.3299,188.5189,14299.0,283.9925,75.9689,14.68825134
COSMOS 2414,4.1e-07,82.9501,46.1291,41121.0,10.003,350.1937,13.87630761
TATIANA,4.8e-07,82.9505,48.1601,38694.0,19.4046,340.858,13.87528056
CARTOSAT-1,1.56e-06,97.7761,154.467,861.0,158.3685,201.7566,14.83769552
HAMSAT,4.63e-06,97.8425,51.9752,21699.0,251.3141,108.572,14.89566509
NOAA 18,8.8e-07,99.0028,151.0751,14958.0,150.3641,209.8381,14.12592588
SJ-7,6.34e-06,97.6986,86.4285,34216.0,22.0596,338.2089,14.96256041
ASTRO E2,2.061e-05,31.3825,336.1415,4482.0,180.2912,179.7733,15.18213746
OICETS,5.83e-06,97.9652,209.461,20348.0,40.0531,320.2188,15.00390233
INDEX,4.85e-06,98.1165,133.13,27406.0,347.5685,12.4853,14.90685163
BEIJING 1 (TSINGHUA),2.4e-07,98.0608,213.6178,16324.0,132.0287,228.2309,14.61324386
TOPSAT,1.92e-06,98.0659,214.3387,17516.0,138.0937,222.1606,14.61468654
UWE-1,2.24e-06,98.0512,220.9788,17578.0,109.2041,251.1066,14.63807788
SINAH 1,3.8e-07,98.0552,215.1756,16287.0,131.1797,229.0812,14.61563868
SSETI-EXPRESS,9e-07,98.0653,215.652,18021.0,137.1319,223.1291,14.61686728
CUBESAT XI 5,2.45e-06,98.0442,221.4325,18108.0,108.4,251.9173,14.63884428
MOZ.5/SAFIR/RUBIN 5/SL,1.14e-06,98.1087,213.4579,19812.0,179.9026,180.2182,14.6049908
COSMOS 2416,3.3e-07,82.464,87.4528,8939.0,106.2228,14.7192,12.55508099
GONETS D1M 1,2.8e-07,82.4651,89.4393,8893.0,97.3774,262.8328,12.55196542
ALOS,2.25e-06,97.8784,64.8412,669.0,29.305,330.8195,14.62815725
ASTRO F (AKARI),7.052e-05,98.2488,100.0334,89904.0,53.1624,307.782,15.36353918
ST5-A,5.852e-05,105.5821,81.6767,2000943.0,144.7934,230.3426,11.37378731
ST5-B,0.00023049,105.4849,301.2472,1482315.0,117.6163,258.3183,12.60631235
ST5-C,0.00022777,105.5608,108.3501,1667832.0,25.3842,342.0452,12.16650292
FORMOSAT 3A,5.4e-07,71.9769,252.0188,51775.0,292.6118,66.9546,14.28803095
FORMOSAT 3B,9.9e-07,71.9667,162.6915,45688.0,252.8304,106.7828,14.28760839
FORMOSAT 3C,1.46e-06,72.0219,336.2661,36688.0,275.9797,83.7159,14.28842402
FORMOSAT 3D,3.6e-06,72.0141,93.3318,49661.0,173.0771,187.1079,14.59038024
FORMOSAT 3E,8.5e-07,72.0043,237.3529,67774.0,156.531,203.8945,14.28876233
FORMOSAT 3F,1.1e-06,72.0344,312.5949,41651.0,236.0604,123.6571,14.28982636
EROS B,3.393e-05,97.3924,208.1067,8618.0,55.1527,315.5016,15.22946776
YAOGAN 1,1.22e-06,97.9171,114.7773,1429.0,90.3061,269.8316,14.83141674
CLOUDSAT,1.37e-06,98.2697,39.4207,979.0,108.0984,252.0324,14.62349293
