Name,1st Der M,Incl,RoA,Eccent,Arg of Peri,Mean Anom,Mean Motion
ESSA 1 (OT-3),4.5e-07,97.8954,216.5127,80727.0,221.1015,138.408,14.46951034
DIAPASON (D1-A),8.6e-07,34.089,95.6271,1186283.0,118.3146,254.2227,12.59947421
ESSA 2 (OT-2),-4.8e-07,101.2232,15.8214,38751.0,166.8069,6.5749,12.69385018
OPS 1117 (TRANSIT 12),6.8e-07,89.7028,159.1418,147968.0,41.3046,319.9199,13.74594786
OV1-4,2.74e-06,144.5039,136.7615,82868.0,71.4273,289.5392,13.86937621
OV1-5,2.78e-06,144.6356,38.558,47062.0,39.2529,321.1546,13.6586878
OPS 0340,1.03e-06,98.0455,298.6992,156827.0,91.6591,270.2578,14.56779721
OAO 1,3.9e-07,35.0463,311.7436,6383.0,106.0472,254.0919,14.33896967
OPS 1527 (OV3-1),4.432e-05,82.3861,336.5659,1618542.0,331.0723,20.923,12.11416719
NIMBUS 2,-1.1e-07,100.4533,225.5319,55963.0,83.1506,295.3001,13.33571818
OPS 0082 (TRANSIT 13),9.4e-07,90.1755,39.8139,75880.0,19.4345,340.97,14.03025907
OV3-3,2.613e-05,81.3845,133.7643,1226452.0,210.1724,142.295,12.95654861
OPS 2366 (TRANSIT 14),6.3e-07,88.8431,285.9544,34650.0,81.129,340.3514,13.53392541
OPS 6026 (DMSP 4A F1),4.6e-07,98.1789,278.0432,119892.0,45.9011,315.197,14.41798221
ESSA 3 (TOS-A),-3.5e-07,100.9195,86.6066,63534.0,254.1295,217.6111,12.56844647
ESSA 4 (TOS-B),-5.4e-07,101.9281,177.9048,73379.0,68.5971,303.7769,12.69847634
OPS 6073 (DMSP 4A F2),7e-08,98.9286,5.2946,50365.0,135.8453,224.6763,14.27068045
DIADEME 1,7.7e-06,39.925,86.9531,264576.0,295.1791,62.1765,14.55253865
DIADEME 2,-5.1e-07,39.4412,282.4231,718111.0,353.3001,5.8531,13.38100346
OPS 0100 (TRANSIT 15),7.5e-07,90.2121,354.3292,18759.0,331.7298,202.5208,13.56829041
ESSA 5,-4.9e-07,101.7804,187.7661,43095.0,53.4054,317.6963,12.68503294
COSMOS 158,-1e-08,74.0412,330.9101,58362.0,286.156,73.3175,14.36605715
OPS 7218 (TRANSIT 16),4.7e-07,89.6389,52.4575,22066.0,55.5128,61.2638,13.50254399
OPS 5712 (P/L 160),7.65e-06,69.9266,256.1375,8334.0,254.4015,105.6198,14.49429275
GGSE 4,-2.8e-07,69.9717,198.4135,6180.0,148.6184,211.5292,13.97471752
GGSE 5,-4e-07,69.9712,256.3605,7314.0,183.6632,176.4421,13.9583363
TIMATION 1,5.9e-07,69.9681,15.3101,4720.0,18.7187,341.4094,14.01810371
SURCAL 159,2.5e-07,69.9736,145.6,3726.0,82.3352,277.8178,13.98844285
OPS 5712 (P/L 152),-6e-08,69.9749,187.7729,5590.0,132.8488,238.6985,13.97868267
OPS 5712 (P/L 153),-2.5e-07,69.9727,242.2664,6810.0,173.9686,186.1503,13.9636594
SURCAL 150B,1.115e-05,69.9462,266.6129,5604.0,282.985,77.0664,14.62227644
OPS 7202 (DMSP 4A F3),1.6e-07,98.849,315.528,39058.0,48.0847,312.3646,14.14756507
OPS 4947 (TRANSIT 17),5.8e-07,89.2662,157.253,47844.0,189.5504,287.3643,13.52968097
OPS 1264 (DMSP 4A F4),9.2e-07,99.2395,284.1344,99459.0,136.494,224.4158,14.59428049
ESSA 6 (TOS-D),-3.6e-07,102.1745,132.7419,48946.0,156.082,329.4787,12.54221075
COSMOS 192,3.5e-07,74.0135,40.1347,9271.0,309.3028,50.7312,14.55671365
COSMOS 198,-1.13e-06,65.1422,232.3081,17474.0,25.9587,334.2352,13.93220641
EXPLORER 36 (GEOS 2),-7.7e-07,105.8065,266.4329,319413.0,321.667,62.1453,12.83543518
COSMOS 203,-2.7e-07,74.0502,79.6416,13066.0,299.8231,174.4629,13.18229387
OPS 7034 (TRANSIT 18),4.9e-07,89.9869,271.6994,77269.0,114.7829,306.0984,13.51094697
COSMOS 209,-5e-07,65.3311,147.5067,49464.0,292.4251,67.1584,13.97741103
COSMOS 220,1.47e-06,74.0278,329.1428,37149.0,3.5691,356.574,14.76229957
OPS 7869 (DMSP 4B F1),1e-07,98.7507,311.0127,53186.0,11.3384,348.8975,14.15299362
EXPLORER 40 (INJUN-5),5.7e-07,80.6591,104.81,1131327.0,245.0436,102.9051,12.22887686
ESSA 7 (TOS-E),-3.7e-07,101.3692,97.4298,26309.0,294.6586,183.9028,12.52977632
COSMOS 249,-1.9e-07,62.3508,344.16,1003129.0,351.316,7.1539,12.95771399
OPS 4078 (DMSP 4B F2),8e-08,98.3185,245.5504,30430.0,171.9956,188.1718,14.27219501
COSMOS 252,-6.3e-07,62.3201,154.3059,1004327.0,23.3947,340.9607,12.87479647
COSMOS 256,1.8e-06,74.0477,70.5992,32707.0,97.5498,68.9586,13.1681325
OAO 2,3.8e-07,34.9934,265.6802,4990.0,122.0861,238.0314,14.45876973
OPS 7684,5.2e-07,80.3585,248.1283,57370.0,209.4142,216.1626,12.60483397
ESSA 8 (TOS-F),-5.2e-07,101.4262,48.9995,32233.0,89.6507,270.8262,12.56209552
ISIS 1,9.7e-07,88.4428,355.309,1712412.0,136.1435,238.9151,11.29496474
OPS 2644,8.8e-07,80.3919,306.2474,24047.0,199.0405,219.2715,12.6341573
ESSA 9 (TOS-G),-2.8e-07,101.5761,138.2937,50890.0,212.1887,314.9575,12.49837412
COSMOS 272,1.05e-06,73.989,251.0939,18427.0,87.2846,338.1253,13.17882927
NIMBUS 3,-3.6e-07,99.8919,354.4926,38865.0,297.9302,114.4669,13.42540649
SECOR 13 (EGRS 13),-2.8e-07,99.8682,351.7601,38874.0,235.477,248.271,13.4287157
OPS 1127 (DMSP 4B F3),1.9e-07,98.6903,311.8419,45601.0,97.1836,263.4533,14.28692495
COSMOS 292,5.8e-07,74.0478,310.1978,9664.0,27.7704,332.3973,14.53626717
SOICAL (CONE),3.13e-06,69.9945,249.8324,11552.0,235.0125,124.9912,14.24915621
COSMOS 304,9e-08,74.0408,191.0061,13923.0,306.6409,53.3468,14.46027534
SOICAL (CYLINDER),5.356e-05,69.9657,3.1203,2927.0,291.7888,68.2961,15.00112786
TEMPSAT 2,-2.6e-07,70.0144,211.7162,17286.0,93.6775,266.6308,13.95561572
AZUR (GRS A),4.252e-05,102.6976,240.4859,608513.0,258.687,94.5367,14.30130061
OPS 7613 (P/L 4),-2.7e-07,70.0149,217.0953,17863.0,97.8817,273.9375,13.95535904
OPS 7613 (P/L 5),-6.9e-07,70.0148,215.7084,17811.0,96.5475,263.7659,13.955277
COSMOS 312,1.8e-07,74.0185,112.2015,22744.0,7.4591,110.0307,13.27130385
OPS 7613 (P/L 1),6e-08,70.008,100.0503,17406.0,35.3271,324.8986,13.98386623
TIMATION 2,-3.4e-07,70.0152,207.3055,17829.0,90.7636,354.6718,13.95879168
OPS 7613 (P/L 3),-5.2e-07,70.0139,243.3652,18351.0,115.4759,1.3986,13.94765529
OPS 7613 (P/L 6),-5.5e-07,70.0123,220.6652,18134.0,114.7449,245.5546,13.95193612
ITOS 1 (TIROS M),-3.5e-07,101.6476,155.6057,28629.0,60.8485,310.4089,12.52062737
OSCAR 5,-4.4e-07,101.5492,145.9631,27761.0,26.7503,89.1822,12.52162159
SERT 2,-2.1e-07,99.1568,121.3004,5883.0,114.3796,1.92,13.58497651
OPS 0054 (DMSP 5A F1),4.8e-07,98.8233,184.4485,59382.0,154.9319,205.4768,14.32796537
NIMBUS 4,-3.6e-07,99.963,1.4517,7215.0,332.1638,82.399,13.44618078
TOPO 1,-3.6e-07,99.9442,356.1552,2015.0,10.1251,114.2499,13.46589786
COSMOS 332,3.4e-07,74.0347,259.5585,6927.0,245.2261,114.818,14.51537833
DFH-1,5.71e-06,68.4246,330.5494,1054926.0,249.2721,99.2281,13.08041897
COSMOS 336,-9e-08,74.0328,358.1694,14046.0,112.6181,61.7792,12.47623259
COSMOS 337,-2.7e-07,74.0327,20.916,54206.0,233.174,301.296,12.39218276
COSMOS 338,-2.7e-07,74.0302,194.284,31804.0,13.4433,358.1908,12.43335448
COSMOS 339,2e-08,74.0293,164.1925,15011.0,152.4504,21.9694,12.5183392
COSMOS 340,1.1e-07,74.0292,317.9338,40154.0,271.2541,201.8622,12.56292445
COSMOS 341,9e-08,74.0276,302.459,81418.0,197.8655,223.0512,12.64303608
COSMOS 342,1.1e-07,74.0259,114.0578,101594.0,339.1685,131.4159,12.68288362
COSMOS 343,-1e-07,74.0257,125.1967,59310.0,41.8406,72.8088,12.60415343
METEOR 1-5,5.8e-07,81.2166,315.954,40363.0,99.5904,260.9834,14.15466614
NNSS 19 (TRANSIT 19),6.9e-07,89.8921,243.473,170718.0,237.8809,120.5676,13.50765212
OPS 0203 (DMSP 5A F2),4.3e-07,98.9318,318.8046,63546.0,298.0825,61.3944,14.34734724
COSMOS 367,-8.8e-07,65.2765,222.3634,48399.0,82.5264,278.1291,13.78442877
COSMOS 371,4.5e-07,74.0002,191.2258,3904.0,274.6706,85.401,14.53968306
COSMOS 372,3.9e-07,74.0541,114.5212,13448.0,349.4631,124.653,14.36029248
COSMOS 374,-6.5e-07,62.9595,79.2157,896684.0,246.6375,103.7892,12.9498173
COSMOS 375,-7.6e-07,62.8272,312.7546,933481.0,331.4697,23.808,12.9613196
COSMOS 381,2.3e-07,74.0311,296.4361,30472.0,12.3106,347.8751,13.74801831
NOAA 1,-3.9e-07,101.6155,155.1479,32120.0,111.825,283.9639,12.53998389
COSMOS 385,1.8e-07,74.0223,327.685,4325.0,315.9988,217.3666,13.7678576
COSMOS 394,4.19e-06,65.8238,266.0107,22983.0,292.0571,67.8129,15.30218369
TANSEI 1 (MS-T1),7.2e-07,29.669,14.502,79867.0,252.9668,273.2499,13.58492486
OPS 5268 (DMSP 5A F3),5e-07,98.6836,278.3,38547.0,15.7004,344.537,14.40436673
COSMOS 397,-5.2e-07,65.7241,204.4943,1036183.0,282.8619,65.8764,12.74229794
COSMOS 400,-9.2e-07,65.8249,204.1212,12693.0,300.3986,146.2071,13.72144417
ISIS 2,1.6e-07,88.1581,260.4668,44085.0,169.6423,251.6806,12.67845302
COSMOS 402,-8.8e-07,64.9815,60.1776,42587.0,188.3249,334.2201,13.73059789
COSMOS 405,3.415e-05,81.264,164.0028,10782.0,67.5633,62.5263,15.37120472
COSMOS 407,3.3e-07,74.0468,357.7323,19599.0,285.318,74.5805,14.33309455
COSMOS 409,-2.28e-06,74.005,5.8701,23637.0,260.2425,272.884,13.17776802
COSMOS 411,-1.2e-07,74.0189,11.7629,111377.0,52.7142,119.1829,12.64950252
COSMOS 412,-1.9e-07,74.0137,73.4932,34820.0,22.6015,146.7121,12.39849542
COSMOS 413,-2.2e-07,74.0123,255.7407,21392.0,149.6404,281.7363,12.43817986
COSMOS 414,4e-08,74.0127,287.3583,42112.0,70.5341,351.0276,12.51109047
COSMOS 415,-5e-08,74.0122,92.3766,32624.0,284.2869,75.4558,12.47459306
COSMOS 416,-8e-08,74.0161,331.5407,76735.0,61.3573,111.4797,12.58028221
COSMOS 417,-1e-07,74.0164,175.5701,96315.0,244.076,221.3412,12.61409224
COSMOS 418,1.3e-07,74.0131,130.8046,60868.0,247.6382,269.4108,12.54540571
COSMOS 422,-3e-08,74.0174,86.705,13821.0,113.6011,38.9872,13.7210495
RIGIDSPHERE 2 (LCS 4),2.06e-06,87.6252,146.3426,65459.0,60.6914,300.0802,14.33974306
EOLE 1 (CAS-A),-3e-07,50.1399,240.824,110225.0,72.413,288.8803,14.55330298
SHINSEI (MS-F2),4.5e-07,32.0539,77.0429,640252.0,26.4365,336.7473,12.74140189
COSMOS 444,-3e-08,74.0288,164.6515,119251.0,62.903,298.4134,12.62091715
COSMOS 445,-1e-07,74.0313,343.0087,103732.0,272.1262,262.3161,12.5818518
COSMOS 446,5e-08,74.0281,154.2521,82811.0,109.6577,251.3436,12.54419178
COSMOS 447,1e-07,74.0299,327.517,66369.0,313.7384,219.6389,12.50583773
COSMOS 448,1.3e-07,74.027,140.4253,48803.0,162.4204,272.4011,12.46726579
COSMOS 449,1.3e-07,74.0265,136.9902,38169.0,263.8762,248.6044,12.38699343
COSMOS 450,1.2e-07,74.0289,321.365,42384.0,33.4883,351.3402,12.42664495
COSMOS 451,9e-08,74.0305,331.736,53044.0,147.959,24.8844,12.34276925
OPS 4311 (DMSP 5B F1),3.7e-07,99.1682,85.8033,51622.0,12.0274,348.2124,14.27207387
ASTEX 1,9.5e-07,92.7139,288.1057,18199.0,61.0913,299.2114,14.48120804
PROSPERO (BLACK ARROW),3.43e-06,82.0425,153.6938,527080.0,261.3088,92.8057,13.94636834
COSMOS 457,3.57e-06,74.0382,347.9571,23912.0,268.9589,266.4709,13.16050913
OPS 7898 (P/L 1),-2.9e-07,69.9927,356.6784,6042.0,38.4889,321.6634,13.73977936
OPS 7898 (P/L 2),-4.3e-07,69.9904,339.0676,6276.0,23.7584,336.3798,13.74521906
OPS 7898 (P/L 3),-1.1e-07,69.9917,341.3232,6562.0,25.7374,334.4045,13.74420556
OPS 7898 (P/L 4),-7e-08,69.9919,341.629,6552.0,25.4107,334.7308,13.74428561
COSMOS 465,-3.8e-07,74.027,233.7639,26831.0,43.9851,23.7301,13.74192335
COSMOS 468,4.6e-07,74.0185,148.2068,16430.0,291.592,68.3482,14.3573551
COSMOS 469,-7.7e-07,64.4864,275.9873,57150.0,312.275,47.3463,13.7603102
AUREOLE 1,1.432e-05,73.9552,127.9498,800673.0,3.5042,357.1233,13.76949489
METEOR 1-10,1.51e-06,81.2563,79.0776,24706.0,74.2891,286.1003,14.11502697
COSMOS 475,5e-08,74.0488,59.918,22062.0,31.8616,79.829,13.76193314
OPS 5058 (DMSP 5B F2),2.4e-07,98.9336,198.0273,51620.0,176.2828,183.8743,14.24153721
COSMOS 480,3.8e-07,82.973,132.9896,18336.0,194.0952,326.4854,13.19866613
METEOR 1-11,1.76e-06,81.2274,342.9837,31140.0,313.5211,46.3371,14.08722095
COSMOS 489,-5e-08,74.0181,259.9041,25178.0,251.9327,171.417,13.75945226
COSMOS 494,3.9e-07,74.057,339.8102,11330.0,234.8125,125.1967,14.35615094
COSMOS 482 DESCENT CRA,0.00032272,52.0323,158.5864,1292595.0,41.4191,327.7754,13.22158848
METEOR 1-12,3e-08,81.23,27.025,11933.0,52.2874,307.9372,14.03124686
COSMOS 504,5e-08,74.0243,104.4176,111243.0,46.907,71.4262,12.63578548
COSMOS 505,-1.5e-07,74.0245,275.5119,92904.0,245.49,170.6334,12.59777548
COSMOS 506,-1.1e-07,74.0254,77.473,72083.0,68.2236,85.5393,12.56164702
COSMOS 507,-2.1e-07,74.0256,235.7179,54540.0,248.2197,181.8693,12.52616218
COSMOS 508,-3.1e-07,74.0294,41.3652,33099.0,76.4046,96.3814,12.48863979
COSMOS 509,-3.5e-07,74.028,213.2575,16211.0,297.0593,74.5791,12.44961004
COSMOS 510,-2.7e-07,74.0311,24.8254,9671.0,254.1205,278.896,12.41039581
COSMOS 511,-3.6e-07,74.0283,206.6285,31169.0,108.4977,262.9261,12.36848898
LANDSAT 1 (ERTS 1),2.56e-06,99.2665,57.3548,8963.0,53.6476,306.5512,13.97561477
COSMOS 514,5.9e-07,82.9633,280.8196,11000.0,130.9926,282.6713,13.81810095
OAO 3 (COPERNICUS),5.2e-07,35.006,138.2178,6522.0,161.6666,311.1189,14.57974133
COSMOS 516,-8.8e-07,64.8095,73.8572,89603.0,282.6318,76.473,13.77683461
TRIAD 1,1.41e-06,89.9331,214.3621,55207.0,72.5388,298.4847,14.49086214
COSMOS 521,-5.2e-07,65.8271,297.0349,21521.0,275.254,259.0134,13.72449668
OPS 8180 (STP RADSAT),6.1e-07,98.6405,310.4347,9034.0,226.038,134.0078,14.66760104
NOAA 2 (ITOS-D),-4.1e-07,101.8966,62.1283,3843.0,206.5756,263.6593,12.53133072
OSCAR 6,-4.4e-07,101.9231,65.538,4172.0,183.5312,294.8431,12.53160457
METEOR 1-13,-1.9e-07,81.2743,201.133,28615.0,163.4507,196.7605,14.08936877
COSMOS 528,-3.2e-07,74.0357,210.409,65754.0,299.5357,70.7021,12.61571151
COSMOS 529,-2.9e-07,74.0364,45.644,42074.0,165.4351,312.6998,12.57172585
COSMOS 530,-2.3e-07,74.0381,28.7312,86130.0,94.3564,78.25,12.65629676
COSMOS 531,8e-08,74.0347,152.1255,31718.0,296.7036,217.7184,12.54764257
COSMOS 532,-2.7e-07,74.0359,205.7842,108567.0,244.4108,126.0772,12.69691482
COSMOS 533,1e-07,74.0334,301.5806,97524.0,356.69,27.1257,12.67564524
COSMOS 534,1.2e-07,74.0323,118.366,76750.0,197.2567,322.2235,12.63631583
COSMOS 535,-1.6e-07,74.0336,310.9379,53800.0,60.3166,348.1949,12.5931028
OPS 7323 (DMSP 5B F3),8e-07,98.4508,282.5534,35803.0,173.085,187.0833,14.27941126
NIMBUS 5,-3e-07,99.9258,356.1613,8949.0,125.0703,48.9285,13.44138814
COSMOS 539,-3e-07,74.0183,47.8406,24545.0,222.4859,310.6782,12.75392911
COSMOS 540,3.9e-07,74.0831,357.4067,16987.0,92.3169,267.9929,14.36487502
COSMOS 546,-3.4e-07,50.6417,90.4081,14348.0,115.6752,244.5695,15.20536721
METEOR 1-14,1.79e-06,81.2448,339.7605,33418.0,174.0499,186.1075,14.07619289
METEOR 1-15,1.83e-06,81.189,314.9667,28687.0,38.8671,321.4555,14.09956662
COSMOS 564,-3.6e-07,74.0203,45.2409,55684.0,211.2137,322.4837,12.5656947
COSMOS 565,-2.4e-07,74.0226,17.5698,26575.0,270.5127,263.3086,12.48932933
COSMOS 566,-1.9e-07,74.0158,259.1691,31148.0,109.2021,307.8579,12.51665714
COSMOS 567,7e-08,74.0184,154.4624,45426.0,345.4516,85.71,12.54066702
COSMOS 568,5e-08,74.0169,302.4328,66953.0,93.9677,328.1197,12.5891056
COSMOS 569,-2e-07,74.0189,204.4259,79228.0,339.3979,31.9451,12.61134386
COSMOS 570,2e-08,74.0155,100.5513,92876.0,222.9087,246.3887,12.63487814
COSMOS 571,0.0,74.0221,354.4287,102161.0,97.3247,73.3863,12.65878293
COSMOS 574,7.4e-07,82.9516,158.9375,22335.0,142.8568,19.7103,13.72186253
OPS 8364 (DMSP 4),8.7e-07,98.7814,284.1356,25174.0,248.6617,111.1879,14.31933832
OPS 8314 (2),-6e-08,95.6442,191.9131,29213.0,211.7485,159.3427,12.55542497
COSMOS 585,-1e-07,74.0206,267.8027,19285.0,254.0133,162.5786,12.68199608
COSMOS 586,6.1e-07,82.9402,137.1639,28938.0,123.3178,346.3738,13.75155708
COSMOS 588,-1.3e-07,74.0048,4.5076,28323.0,129.196,43.2481,12.48599167
COSMOS 589,3e-08,74.0015,166.0533,47700.0,238.8497,184.1538,12.53196075
COSMOS 590,-2.2e-07,73.998,257.9503,34476.0,343.5969,79.7826,12.51071991
COSMOS 591,3e-08,74.0008,154.6684,89131.0,165.3093,301.945,12.61707663
COSMOS 592,-1.9e-07,74.0008,60.1385,97967.0,52.2489,308.7396,12.63862877
COSMOS 593,-2.8e-07,73.999,243.7718,78368.0,265.4374,161.9858,12.59676466
COSMOS 594,4e-08,74.003,334.3959,67109.0,9.2797,164.0411,12.57608807
COSMOS 595,-2.3e-07,73.9998,68.6092,54975.0,118.1485,316.602,12.55446884
NNSS 20 (TRANSIT 20),8.6e-07,89.8081,286.1626,156166.0,194.6377,165.0238,13.70590299
NOAA 3,-4.8e-07,102.1506,62.8504,6689.0,36.4373,73.2501,12.40343371
OPS 6630 (2),-4e-08,96.9417,188.9429,26784.0,32.966,338.3832,12.57098342
COSMOS 614,4.2e-07,74.0563,313.1109,23121.0,357.1655,2.9364,14.39037292
COSMOS 617,1.7e-07,74.0264,118.5792,95426.0,133.0859,338.0612,12.63486402
COSMOS 618,-2e-08,74.0325,347.6619,26781.0,105.0701,67.6773,12.49890389
COSMOS 619,-2.6e-07,74.027,248.6612,40732.0,348.2309,11.7787,12.52195097
COSMOS 620,-1.7e-07,74.0254,99.3486,22985.0,263.3077,211.0293,12.47275307
COSMOS 621,1.2e-07,74.0281,143.352,50867.0,218.1191,257.0797,12.54636642
COSMOS 622,6e-08,74.0286,310.838,73854.0,355.2457,65.5885,12.59077921
COSMOS 623,-2.7e-07,74.0309,44.782,62022.0,104.555,68.2111,12.56916127
COSMOS 624,-3.5e-07,74.0295,216.6072,86610.0,249.1541,179.6337,12.61246323
AUREOLE 2,4.775e-05,73.9269,174.0244,377020.0,205.5968,152.6123,14.79948507
COSMOS 626,-6.7e-07,65.4369,284.397,46486.0,153.675,206.6691,13.85368405
COSMOS 627,3.3e-07,82.9497,87.7379,30830.0,240.0736,239.4148,13.72871474
COSMOS 628,4.2e-07,82.9575,154.1367,38017.0,73.2323,36.5393,13.75753134
METEOR 1-16,-4.3e-07,81.2239,102.8236,39980.0,75.8438,284.7172,14.13930556
MIRANDA (X-4),1.32e-06,97.8308,56.2964,119301.0,71.3987,290.0119,14.43048793
OPS 8579 (DMSP 5B F5),4.2e-07,99.1278,81.9502,58095.0,86.2782,274.504,14.30737558
COSMOS 641,-2.6e-07,74.022,12.3865,60832.0,302.9168,211.7873,12.57313975
COSMOS 642,-1.8e-07,74.0218,4.1978,104109.0,238.1302,295.9255,12.65793667
COSMOS 643,-2.9e-07,74.0192,188.9749,81878.0,92.0655,278.7851,12.6154779
COSMOS 644,2e-08,74.0148,97.3217,94470.0,348.5181,11.3722,12.63649196
COSMOS 645,-1e-08,74.0148,277.3944,72447.0,195.4816,222.1145,12.59499268
COSMOS 646,8e-08,74.0146,111.4406,50837.0,66.2277,87.5748,12.54986557
COSMOS 647,-2e-07,74.018,203.6709,39091.0,173.9015,198.2278,12.52835466
COSMOS 648,9e-08,74.0174,310.3827,33387.0,312.5932,85.2986,12.50337871
METEOR 1-17,1.06e-06,81.2046,356.4126,16294.0,318.9365,41.0577,14.08339249
COSMOS 650,7e-08,74.0409,298.7684,21094.0,163.6591,229.3686,12.69533624
COSMOS 651,-6.2e-07,64.9703,295.0922,49358.0,312.1225,47.5648,13.92928622
COSMOS 654,-7.1e-07,64.9486,165.7559,74834.0,234.8461,222.4622,13.79482383
COSMOS 660,2.045e-05,82.9435,78.9798,538086.0,308.158,47.2266,14.39835126
COSMOS 663,6.2e-07,82.9509,147.989,25250.0,176.4105,298.8056,13.7560845
METEOR 1-18,7.1e-07,81.229,39.5259,18520.0,48.0018,312.2721,13.99881764
OPS 6983 (DMSP 5C F1),8e-07,98.6778,290.4398,41364.0,199.3544,160.6068,14.27970347
COSMOS 675,7e-08,74.059,316.5358,37845.0,32.805,30.5067,12.67152123
COSMOS 676,4.3e-07,74.0501,345.4782,14653.0,298.7728,61.195,14.3260957
COSMOS 677,-1.2e-07,74.039,6.2758,43899.0,79.7298,94.6561,12.57988015
COSMOS 678,6e-08,74.0371,328.5564,41958.0,313.4146,60.6941,12.41766017
COSMOS 679,-3.5e-07,74.035,219.3256,28201.0,201.3292,158.6583,12.44388365
COSMOS 680,9e-08,74.0326,126.5769,15046.0,80.6847,33.475,12.466088
COSMOS 681,-2.7e-07,74.0387,25.4581,3896.0,8.7646,144.3246,12.49035449
COSMOS 682,7e-08,74.0329,291.3253,8623.0,43.2729,345.5654,12.51261416
COSMOS 683,-1.7e-07,74.0358,197.8518,21121.0,299.1995,60.6945,12.53479533
COSMOS 684,6e-08,74.032,104.5659,32993.0,202.2434,229.1217,12.55681807
COSMOS 689,5.5e-07,82.9421,143.4385,30648.0,22.4392,88.7101,13.72165645
METEOR 1-19,-1.5e-07,81.1908,207.0217,31743.0,73.2595,287.2055,14.10057427
NOAA 4,-4.4e-07,101.8544,61.1286,8697.0,239.8155,281.5816,12.53148734
OSCAR 7,-4.8e-07,101.8461,61.1616,12160.0,178.0385,292.6676,12.53648004
INTASAT,-5.1e-07,101.8448,60.9315,11192.0,188.1123,283.0735,12.5348166
METEOR 1-20,1e-08,81.237,23.5389,15974.0,322.4478,37.5577,14.11494962
COSMOS 700,2.3e-07,82.9552,23.7842,23318.0,239.6972,293.4515,13.76748757
LANDSAT 2,-9e-08,98.7793,76.6838,8817.0,161.7746,198.3735,13.96693785
STARLETTE,-1.47e-06,49.8246,74.411,205750.0,241.073,116.9388,13.82309047
COSMOS 708,-4.7e-07,69.2311,226.4855,23068.0,80.4557,355.7093,12.68270451
COSMOS 711,-2.3e-07,74.0029,65.045,20595.0,247.3473,267.5118,12.47049594
COSMOS 712,5e-08,74.0037,157.8003,51024.0,274.3876,245.2279,12.53425976
COSMOS 713,-1.9e-07,74.0028,64.979,58352.0,159.5073,275.0518,12.5563545
COSMOS 714,8e-08,74.0052,332.1891,29276.0,126.5281,46.4314,12.49265805
COSMOS 715,0.0,74.0035,161.5336,21594.0,31.9376,100.3212,12.44710405
COSMOS 716,-2.4e-07,74.0004,256.8232,22030.0,177.7628,248.4119,12.42414231
COSMOS 717,-1.6e-07,74.0077,4.7157,35859.0,308.4677,227.0665,12.39801202
COSMOS 718,-3.2e-07,74.0015,244.969,38533.0,14.9317,59.6071,12.51355997
METEOR 1-21,-4.3e-07,81.2101,288.54,30099.0,333.5985,26.3649,14.08049667
COSMOS 723,-5.8e-07,64.7164,295.0874,44280.0,190.0431,169.9749,13.8950499
COSMOS 724,-5.2e-07,65.591,332.4862,68807.0,278.2004,81.1268,13.98929202
GEOS 3,-1.42e-06,114.9927,87.3086,27487.0,279.1849,80.612,14.18670339
COSMOS 726,2.7e-07,82.9994,192.4059,25851.0,8.1189,352.0382,13.78227104
COSMOS 729,4e-07,82.9598,95.6583,24486.0,74.9746,39.2351,13.73415955
OPS 6226,7e-07,98.7706,286.2272,52218.0,318.24,41.4798,14.23748775
COSMOS 732,-3.4e-07,74.0195,43.0821,43191.0,206.7003,273.3142,12.56683033
COSMOS 733,-2.4e-07,74.0173,62.4271,52669.0,127.4325,345.9457,12.38808342
COSMOS 734,-3e-07,74.0153,248.5329,17517.0,96.7036,333.7886,12.51760247
COSMOS 735,-4e-08,74.021,349.5815,8464.0,250.8086,197.5537,12.4933127
COSMOS 736,-1e-08,74.0147,92.3736,9832.0,101.205,332.5037,12.46852056
COSMOS 737,1.5e-07,74.0161,303.4136,37158.0,356.0693,13.4791,12.41710601
COSMOS 738,-2.6e-07,74.0186,200.9266,25826.0,226.1122,145.0162,12.44205929
COSMOS 739,1.2e-07,74.0169,148.2136,31420.0,338.3167,173.4827,12.54166929
NIMBUS 6,-3.7e-07,100.0942,349.585,8240.0,142.9337,281.117,13.40724783
OPS 6381 (SSU 1),4e-08,95.0837,70.1635,5326.0,242.8287,233.4896,12.68179079
METEOR 2-1,-8e-08,81.2772,74.2259,21134.0,225.0905,134.8551,14.10335751
COSMOS 755,2.9e-07,82.9039,63.2169,29156.0,55.4073,57.5001,13.73985021
KIKU 1 (ETS 1),-1.07e-06,46.9904,337.9033,85926.0,201.4214,329.1929,13.59519839
COSMOS 761,-1.4e-07,74.008,72.2665,51646.0,83.1834,70.8834,12.55775703
COSMOS 762,-5e-08,74.0066,276.0472,29724.0,330.2915,84.6957,12.50867425
COSMOS 763,-4e-07,74.0094,217.3927,22375.0,47.4149,323.4547,12.43528242
COSMOS 764,1.5e-07,74.0096,318.3152,30327.0,190.8024,216.6423,12.41056377
COSMOS 765,-2e-07,74.0082,72.4282,46180.0,318.5781,211.1602,12.3825749
COSMOS 766,-9e-08,74.0106,176.7223,42814.0,214.8559,251.7122,12.53258011
COSMOS 767,-2e-07,74.0134,14.0223,19276.0,103.1167,69.9956,12.48487724
COSMOS 768,9e-08,74.0066,113.4447,13819.0,255.0808,215.6571,12.46079185
